Empresa,Departamento,Modalidad Contractual,Mes,Líneas
Viettel Perú S.A.C.,Lambayeque,Prepago,Mar-16,57604
Viettel Perú S.A.C.,Lima,Prepago,Mar-16,497434
Viettel Perú S.A.C.,Loreto,Prepago,Mar-16,36288
Viettel Perú S.A.C.,Madre de Dios,Prepago,Mar-16,17834
Viettel Perú S.A.C.,Moquegua,Prepago,Mar-16,17800
Viettel Perú S.A.C.,Pasco,Prepago,Mar-16,12607
Viettel Perú S.A.C.,Piura,Prepago,Mar-16,77035
Viettel Perú S.A.C.,Puno,Prepago,Mar-16,91307
Viettel Perú S.A.C.,San Martín,Prepago,Mar-16,51130
Viettel Perú S.A.C.,Tacna,Prepago,Mar-16,36708
Viettel Perú S.A.C.,Tumbes,Prepago,Mar-16,11489
Viettel Perú S.A.C.,Ucayali,Prepago,Mar-16,20313
América Móvil Perú S.A.C.,Amazonas,Control,Abr-16,3
América Móvil Perú S.A.C.,Áncash,Control,Abr-16,28
América Móvil Perú S.A.C.,Apurímac,Control,Abr-16,3
América Móvil Perú S.A.C.,Arequipa,Control,Abr-16,215
América Móvil Perú S.A.C.,Ayacucho,Control,Abr-16,4
América Móvil Perú S.A.C.,Cajamarca,Control,Abr-16,12
América Móvil Perú S.A.C.,Callao,Control,Abr-16,97
América Móvil Perú S.A.C.,Cusco,Control,Abr-16,80
América Móvil Perú S.A.C.,Huancavelica,Control,Abr-16,0
América Móvil Perú S.A.C.,Huánuco,Control,Abr-16,4
América Móvil Perú S.A.C.,Ica,Control,Abr-16,27
América Móvil Perú S.A.C.,Junín,Control,Abr-16,20
América Móvil Perú S.A.C.,La Libertad,Control,Abr-16,137
América Móvil Perú S.A.C.,Lambayeque,Control,Abr-16,46
América Móvil Perú S.A.C.,Lima,Control,Abr-16,1561
América Móvil Perú S.A.C.,Loreto,Control,Abr-16,10
América Móvil Perú S.A.C.,Madre de Dios,Control,Abr-16,5
América Móvil Perú S.A.C.,Moquegua,Control,Abr-16,19
América Móvil Perú S.A.C.,Pasco,Control,Abr-16,3
América Móvil Perú S.A.C.,Piura,Control,Abr-16,36
América Móvil Perú S.A.C.,Puno,Control,Abr-16,10
América Móvil Perú S.A.C.,San Martín,Control,Abr-16,2
América Móvil Perú S.A.C.,Tacna,Control,Abr-16,46
América Móvil Perú S.A.C.,Tumbes,Control,Abr-16,1
América Móvil Perú S.A.C.,Ucayali,Control,Abr-16,4
América Móvil Perú S.A.C.,Sin LAC,Control,Abr-16,779
América Móvil Perú S.A.C.,Amazonas,Postpago,Abr-16,12855
América Móvil Perú S.A.C.,Áncash,Postpago,Abr-16,57506
América Móvil Perú S.A.C.,Apurímac,Postpago,Abr-16,36851
América Móvil Perú S.A.C.,Arequipa,Postpago,Abr-16,313041
América Móvil Perú S.A.C.,Ayacucho,Postpago,Abr-16,27959
América Móvil Perú S.A.C.,Cajamarca,Postpago,Abr-16,72688
América Móvil Perú S.A.C.,Callao,Postpago,Abr-16,142089
América Móvil Perú S.A.C.,Cusco,Postpago,Abr-16,181709
América Móvil Perú S.A.C.,Huancavelica,Postpago,Abr-16,14362
América Móvil Perú S.A.C.,Huánuco,Postpago,Abr-16,43509
América Móvil Perú S.A.C.,Ica,Postpago,Abr-16,75674
América Móvil Perú S.A.C.,Junín,Postpago,Abr-16,83538
América Móvil Perú S.A.C.,La Libertad,Postpago,Abr-16,211477
América Móvil Perú S.A.C.,Lambayeque,Postpago,Abr-16,61578
América Móvil Perú S.A.C.,Lima,Postpago,Abr-16,2063216
América Móvil Perú S.A.C.,Loreto,Postpago,Abr-16,15353
América Móvil Perú S.A.C.,Madre de Dios,Postpago,Abr-16,29969
América Móvil Perú S.A.C.,Moquegua,Postpago,Abr-16,24429
América Móvil Perú S.A.C.,Pasco,Postpago,Abr-16,14102
América Móvil Perú S.A.C.,Piura,Postpago,Abr-16,69267
América Móvil Perú S.A.C.,Puno,Postpago,Abr-16,81632
América Móvil Perú S.A.C.,San Martín,Postpago,Abr-16,20869
América Móvil Perú S.A.C.,Tacna,Postpago,Abr-16,33354
América Móvil Perú S.A.C.,Tumbes,Postpago,Abr-16,9721
América Móvil Perú S.A.C.,Ucayali,Postpago,Abr-16,16695
América Móvil Perú S.A.C.,Sin LAC,Postpago,Abr-16,564385
América Móvil Perú S.A.C.,Amazonas,Prepago,Abr-16,52971
América Móvil Perú S.A.C.,Áncash,Prepago,Abr-16,153606
América Móvil Perú S.A.C.,Apurímac,Prepago,Abr-16,126984
América Móvil Perú S.A.C.,Arequipa,Prepago,Abr-16,374609
América Móvil Perú S.A.C.,Ayacucho,Prepago,Abr-16,115452
América Móvil Perú S.A.C.,Cajamarca,Prepago,Abr-16,207221
América Móvil Perú S.A.C.,Callao,Prepago,Abr-16,242203
América Móvil Perú S.A.C.,Cusco,Prepago,Abr-16,460965
América Móvil Perú S.A.C.,Huancavelica,Prepago,Abr-16,111097
América Móvil Perú S.A.C.,Huánuco,Prepago,Abr-16,200915
América Móvil Perú S.A.C.,Ica,Prepago,Abr-16,121888
América Móvil Perú S.A.C.,Junín,Prepago,Abr-16,239991
América Móvil Perú S.A.C.,La Libertad,Prepago,Abr-16,354358
América Móvil Perú S.A.C.,Lambayeque,Prepago,Abr-16,105793
América Móvil Perú S.A.C.,Lima,Prepago,Abr-16,2817639
América Móvil Perú S.A.C.,Loreto,Prepago,Abr-16,48119
América Móvil Perú S.A.C.,Madre de Dios,Prepago,Abr-16,99086
América Móvil Perú S.A.C.,Moquegua,Prepago,Abr-16,29912
América Móvil Perú S.A.C.,Pasco,Prepago,Abr-16,43357
América Móvil Perú S.A.C.,Piura,Prepago,Abr-16,167599
América Móvil Perú S.A.C.,Puno,Prepago,Abr-16,367959
América Móvil Perú S.A.C.,San Martín,Prepago,Abr-16,67527
América Móvil Perú S.A.C.,Tacna,Prepago,Abr-16,38786
América Móvil Perú S.A.C.,Tumbes,Prepago,Abr-16,16321
América Móvil Perú S.A.C.,Ucayali,Prepago,Abr-16,38143
América Móvil Perú S.A.C.,Sin LAC,Prepago,Abr-16,1388511
Entel Perú S.A.,Amazonas,Control,Abr-16,905
Entel Perú S.A.,Áncash,Control,Abr-16,44984
Entel Perú S.A.,Apurímac,Control,Abr-16,2808
Entel Perú S.A.,Arequipa,Control,Abr-16,59331
Entel Perú S.A.,Ayacucho,Control,Abr-16,4707
Entel Perú S.A.,Cajamarca,Control,Abr-16,13270
Entel Perú S.A.,Callao,Control,Abr-16,78927
Entel Perú S.A.,Cusco,Control,Abr-16,23037
Entel Perú S.A.,Huancavelica,Control,Abr-16,2589
Entel Perú S.A.,Huánuco,Control,Abr-16,8588
Entel Perú S.A.,Ica,Control,Abr-16,47404
Entel Perú S.A.,Junín,Control,Abr-16,30492
Entel Perú S.A.,La Libertad,Control,Abr-16,43172
Entel Perú S.A.,Lambayeque,Control,Abr-16,26085
Entel Perú S.A.,Lima,Control,Abr-16,748840
Entel Perú S.A.,Loreto,Control,Abr-16,5831
Entel Perú S.A.,Madre de Dios,Control,Abr-16,4320
Entel Perú S.A.,Moquegua,Control,Abr-16,5293
Entel Perú S.A.,Pasco,Control,Abr-16,3376
Entel Perú S.A.,Piura,Control,Abr-16,54802
Entel Perú S.A.,Puno,Control,Abr-16,18837
Entel Perú S.A.,San Martín,Control,Abr-16,3041
Entel Perú S.A.,Tacna,Control,Abr-16,12233
Entel Perú S.A.,Tumbes,Control,Abr-16,2984
Entel Perú S.A.,Ucayali,Control,Abr-16,6174
Entel Perú S.A.,Sin LAC,Control,Abr-16,184464
Entel Perú S.A.,Amazonas,Postpago,Abr-16,10
Entel Perú S.A.,Áncash,Postpago,Abr-16,610
Entel Perú S.A.,Apurímac,Postpago,Abr-16,48
Entel Perú S.A.,Arequipa,Postpago,Abr-16,1598
Entel Perú S.A.,Ayacucho,Postpago,Abr-16,97
Entel Perú S.A.,Cajamarca,Postpago,Abr-16,364
Entel Perú S.A.,Callao,Postpago,Abr-16,1744
Entel Perú S.A.,Cusco,Postpago,Abr-16,697
Entel Perú S.A.,Huancavelica,Postpago,Abr-16,57
Entel Perú S.A.,Huánuco,Postpago,Abr-16,200
Entel Perú S.A.,Ica,Postpago,Abr-16,812
Entel Perú S.A.,Junín,Postpago,Abr-16,547
Entel Perú S.A.,La Libertad,Postpago,Abr-16,1138
Entel Perú S.A.,Lambayeque,Postpago,Abr-16,801
Entel Perú S.A.,Lima,Postpago,Abr-16,21577
Entel Perú S.A.,Loreto,Postpago,Abr-16,118
Entel Perú S.A.,Madre de Dios,Postpago,Abr-16,72
Entel Perú S.A.,Moquegua,Postpago,Abr-16,125
Entel Perú S.A.,Pasco,Postpago,Abr-16,105
Entel Perú S.A.,Piura,Postpago,Abr-16,1405
Entel Perú S.A.,Puno,Postpago,Abr-16,416
Entel Perú S.A.,San Martín,Postpago,Abr-16,81
Entel Perú S.A.,Tacna,Postpago,Abr-16,344
Entel Perú S.A.,Tumbes,Postpago,Abr-16,89
Entel Perú S.A.,Ucayali,Postpago,Abr-16,117
Entel Perú S.A.,Sin LAC,Postpago,Abr-16,10503
Entel Perú S.A.,Amazonas,Prepago,Abr-16,4103
Entel Perú S.A.,Áncash,Prepago,Abr-16,84901
Entel Perú S.A.,Apurímac,Prepago,Abr-16,4649
Entel Perú S.A.,Arequipa,Prepago,Abr-16,68365
Entel Perú S.A.,Ayacucho,Prepago,Abr-16,11098
Entel Perú S.A.,Cajamarca,Prepago,Abr-16,28104
Entel Perú S.A.,Callao,Prepago,Abr-16,87337
Entel Perú S.A.,Cusco,Prepago,Abr-16,23728
Entel Perú S.A.,Huancavelica,Prepago,Abr-16,3879
Entel Perú S.A.,Huánuco,Prepago,Abr-16,17589
Entel Perú S.A.,Ica,Prepago,Abr-16,74532
Entel Perú S.A.,Junín,Prepago,Abr-16,49537
Entel Perú S.A.,La Libertad,Prepago,Abr-16,51108
Entel Perú S.A.,Lambayeque,Prepago,Abr-16,53581
Entel Perú S.A.,Lima,Prepago,Abr-16,697867
Entel Perú S.A.,Loreto,Prepago,Abr-16,12701
Entel Perú S.A.,Madre de Dios,Prepago,Abr-16,3677
Entel Perú S.A.,Moquegua,Prepago,Abr-16,4902
Entel Perú S.A.,Pasco,Prepago,Abr-16,4329
Entel Perú S.A.,Piura,Prepago,Abr-16,72023
Entel Perú S.A.,Puno,Prepago,Abr-16,46335
Entel Perú S.A.,San Martín,Prepago,Abr-16,6922
Entel Perú S.A.,Tacna,Prepago,Abr-16,17048
Entel Perú S.A.,Tumbes,Prepago,Abr-16,8673
Entel Perú S.A.,Ucayali,Prepago,Abr-16,11573
Entel Perú S.A.,Sin LAC,Prepago,Abr-16,1003006
Telefónica del Perú S.A.A.,Amazonas,Control,Abr-16,54964
Telefónica del Perú S.A.A.,Áncash,Control,Abr-16,164057
Telefónica del Perú S.A.A.,Apurímac,Control,Abr-16,34647
Telefónica del Perú S.A.A.,Arequipa,Control,Abr-16,197459
Telefónica del Perú S.A.A.,Ayacucho,Control,Abr-16,109935
Telefónica del Perú S.A.A.,Cajamarca,Control,Abr-16,194859
Telefónica del Perú S.A.A.,Callao,Control,Abr-16,131098
Telefónica del Perú S.A.A.,Cusco,Control,Abr-16,77030
Telefónica del Perú S.A.A.,Huancavelica,Control,Abr-16,26276
Telefónica del Perú S.A.A.,Huánuco,Control,Abr-16,84543
Telefónica del Perú S.A.A.,Ica,Control,Abr-16,126996
Telefónica del Perú S.A.A.,Junín,Control,Abr-16,198303
Telefónica del Perú S.A.A.,La Libertad,Control,Abr-16,300993
Telefónica del Perú S.A.A.,Lambayeque,Control,Abr-16,254206
Telefónica del Perú S.A.A.,Lima,Control,Abr-16,1157756
Telefónica del Perú S.A.A.,Loreto,Control,Abr-16,112696
Telefónica del Perú S.A.A.,Madre de Dios,Control,Abr-16,5994
Telefónica del Perú S.A.A.,Moquegua,Control,Abr-16,42630
Telefónica del Perú S.A.A.,Pasco,Control,Abr-16,39569
Telefónica del Perú S.A.A.,Piura,Control,Abr-16,288311
Telefónica del Perú S.A.A.,Puno,Control,Abr-16,104109
Telefónica del Perú S.A.A.,San Martín,Control,Abr-16,154832
Telefónica del Perú S.A.A.,Tacna,Control,Abr-16,73589
Telefónica del Perú S.A.A.,Tumbes,Control,Abr-16,54519
Telefónica del Perú S.A.A.,Ucayali,Control,Abr-16,95889
Telefónica del Perú S.A.A.,Sin LAC,Control,Abr-16,314732
Telefónica del Perú S.A.A.,Amazonas,Postpago,Abr-16,6068
Telefónica del Perú S.A.A.,Áncash,Postpago,Abr-16,24231
Telefónica del Perú S.A.A.,Apurímac,Postpago,Abr-16,5607
Telefónica del Perú S.A.A.,Arequipa,Postpago,Abr-16,55215
Telefónica del Perú S.A.A.,Ayacucho,Postpago,Abr-16,13630
Telefónica del Perú S.A.A.,Cajamarca,Postpago,Abr-16,23076
Telefónica del Perú S.A.A.,Callao,Postpago,Abr-16,45920
Telefónica del Perú S.A.A.,Cusco,Postpago,Abr-16,22707
Telefónica del Perú S.A.A.,Huancavelica,Postpago,Abr-16,3516
Telefónica del Perú S.A.A.,Huánuco,Postpago,Abr-16,12052
Telefónica del Perú S.A.A.,Ica,Postpago,Abr-16,23512
Telefónica del Perú S.A.A.,Junín,Postpago,Abr-16,30540
Telefónica del Perú S.A.A.,La Libertad,Postpago,Abr-16,54625
Telefónica del Perú S.A.A.,Lambayeque,Postpago,Abr-16,39783
Telefónica del Perú S.A.A.,Lima,Postpago,Abr-16,504518
Telefónica del Perú S.A.A.,Loreto,Postpago,Abr-16,17648
Telefónica del Perú S.A.A.,Madre de Dios,Postpago,Abr-16,2075
Telefónica del Perú S.A.A.,Moquegua,Postpago,Abr-16,8227
Telefónica del Perú S.A.A.,Pasco,Postpago,Abr-16,4408
Telefónica del Perú S.A.A.,Piura,Postpago,Abr-16,46983
Telefónica del Perú S.A.A.,Puno,Postpago,Abr-16,13444
Telefónica del Perú S.A.A.,San Martín,Postpago,Abr-16,21833
Telefónica del Perú S.A.A.,Tacna,Postpago,Abr-16,12863
Telefónica del Perú S.A.A.,Tumbes,Postpago,Abr-16,7718
Telefónica del Perú S.A.A.,Ucayali,Postpago,Abr-16,13141
Telefónica del Perú S.A.A.,Sin LAC,Postpago,Abr-16,174211
Telefónica del Perú S.A.A.,Amazonas,Prepago,Abr-16,109391
Telefónica del Perú S.A.A.,Áncash,Prepago,Abr-16,353572
Telefónica del Perú S.A.A.,Apurímac,Prepago,Abr-16,96645
Telefónica del Perú S.A.A.,Arequipa,Prepago,Abr-16,377298
Telefónica del Perú S.A.A.,Ayacucho,Prepago,Abr-16,235305
Telefónica del Perú S.A.A.,Cajamarca,Prepago,Abr-16,459008
Telefónica del Perú S.A.A.,Callao,Prepago,Abr-16,179103
Telefónica del Perú S.A.A.,Cusco,Prepago,Abr-16,238395
Telefónica del Perú S.A.A.,Huancavelica,Prepago,Abr-16,79712
Telefónica del Perú S.A.A.,Huánuco,Prepago,Abr-16,169256
Telefónica del Perú S.A.A.,Ica,Prepago,Abr-16,268904
Telefónica del Perú S.A.A.,Junín,Prepago,Abr-16,401667
Telefónica del Perú S.A.A.,La Libertad,Prepago,Abr-16,491512
Telefónica del Perú S.A.A.,Lambayeque,Prepago,Abr-16,399091
Telefónica del Perú S.A.A.,Lima,Prepago,Abr-16,1923729
Telefónica del Perú S.A.A.,Loreto,Prepago,Abr-16,214478
Telefónica del Perú S.A.A.,Madre de Dios,Prepago,Abr-16,12152
Telefónica del Perú S.A.A.,Moquegua,Prepago,Abr-16,58542
Telefónica del Perú S.A.A.,Pasco,Prepago,Abr-16,87924
Telefónica del Perú S.A.A.,Piura,Prepago,Abr-16,547576
Telefónica del Perú S.A.A.,Puno,Prepago,Abr-16,429055
Telefónica del Perú S.A.A.,San Martín,Prepago,Abr-16,276679
Telefónica del Perú S.A.A.,Tacna,Prepago,Abr-16,130998
Telefónica del Perú S.A.A.,Tumbes,Prepago,Abr-16,66652
Telefónica del Perú S.A.A.,Ucayali,Prepago,Abr-16,155426
Telefónica del Perú S.A.A.,Sin LAC,Prepago,Abr-16,4326694
Viettel Perú S.A.C.,Amazonas,Control,Abr-16,1433
Viettel Perú S.A.C.,Áncash,Control,Abr-16,3899
Viettel Perú S.A.C.,Apurímac,Control,Abr-16,1015
Viettel Perú S.A.C.,Arequipa,Control,Abr-16,7900
Viettel Perú S.A.C.,Ayacucho,Control,Abr-16,3392
Viettel Perú S.A.C.,Cajamarca,Control,Abr-16,4494
Viettel Perú S.A.C.,Callao,Control,Abr-16,5200
Viettel Perú S.A.C.,Cusco,Control,Abr-16,6268
Viettel Perú S.A.C.,Huancavelica,Control,Abr-16,1052
Viettel Perú S.A.C.,Huánuco,Control,Abr-16,2898
Viettel Perú S.A.C.,Ica,Control,Abr-16,2451
Viettel Perú S.A.C.,Junín,Control,Abr-16,5762
Viettel Perú S.A.C.,La Libertad,Control,Abr-16,4019
Viettel Perú S.A.C.,Lambayeque,Control,Abr-16,2792
Viettel Perú S.A.C.,Lima,Control,Abr-16,51561
Viettel Perú S.A.C.,Loreto,Control,Abr-16,2179
Viettel Perú S.A.C.,Madre de Dios,Control,Abr-16,1271
Viettel Perú S.A.C.,Moquegua,Control,Abr-16,2232
Viettel Perú S.A.C.,Pasco,Control,Abr-16,1843
Viettel Perú S.A.C.,Piura,Control,Abr-16,2425
Viettel Perú S.A.C.,Puno,Control,Abr-16,7397
Viettel Perú S.A.C.,San Martín,Control,Abr-16,2245
Viettel Perú S.A.C.,Tacna,Control,Abr-16,4767
Viettel Perú S.A.C.,Tumbes,Control,Abr-16,666
Viettel Perú S.A.C.,Ucayali,Control,Abr-16,1309
Viettel Perú S.A.C.,Amazonas,Postpago,Abr-16,0
Viettel Perú S.A.C.,Áncash,Postpago,Abr-16,1
Viettel Perú S.A.C.,Apurímac,Postpago,Abr-16,0
Viettel Perú S.A.C.,Arequipa,Postpago,Abr-16,3
Viettel Perú S.A.C.,Ayacucho,Postpago,Abr-16,1
Viettel Perú S.A.C.,Cajamarca,Postpago,Abr-16,0
Viettel Perú S.A.C.,Callao,Postpago,Abr-16,1
Viettel Perú S.A.C.,Cusco,Postpago,Abr-16,0
Viettel Perú S.A.C.,Huancavelica,Postpago,Abr-16,0
Viettel Perú S.A.C.,Huánuco,Postpago,Abr-16,0
Viettel Perú S.A.C.,Ica,Postpago,Abr-16,1
Viettel Perú S.A.C.,Junín,Postpago,Abr-16,1
Viettel Perú S.A.C.,La Libertad,Postpago,Abr-16,0
Viettel Perú S.A.C.,Lambayeque,Postpago,Abr-16,0
Viettel Perú S.A.C.,Lima,Postpago,Abr-16,19
Viettel Perú S.A.C.,Loreto,Postpago,Abr-16,0
Viettel Perú S.A.C.,Madre de Dios,Postpago,Abr-16,0
Viettel Perú S.A.C.,Moquegua,Postpago,Abr-16,0
Viettel Perú S.A.C.,Pasco,Postpago,Abr-16,0
Viettel Perú S.A.C.,Piura,Postpago,Abr-16,0
Viettel Perú S.A.C.,Puno,Postpago,Abr-16,3
Viettel Perú S.A.C.,San Martín,Postpago,Abr-16,0
Viettel Perú S.A.C.,Tacna,Postpago,Abr-16,0
Viettel Perú S.A.C.,Tumbes,Postpago,Abr-16,1
Viettel Perú S.A.C.,Ucayali,Postpago,Abr-16,0
Viettel Perú S.A.C.,Amazonas,Prepago,Abr-16,24670
Viettel Perú S.A.C.,Áncash,Prepago,Abr-16,79384
Viettel Perú S.A.C.,Apurímac,Prepago,Abr-16,22566
Viettel Perú S.A.C.,Arequipa,Prepago,Abr-16,74708
Viettel Perú S.A.C.,Ayacucho,Prepago,Abr-16,38849
Viettel Perú S.A.C.,Cajamarca,Prepago,Abr-16,74856
Viettel Perú S.A.C.,Callao,Prepago,Abr-16,45815
Viettel Perú S.A.C.,Cusco,Prepago,Abr-16,88669
Viettel Perú S.A.C.,Huancavelica,Prepago,Abr-16,20635
Viettel Perú S.A.C.,Huánuco,Prepago,Abr-16,61408
Viettel Perú S.A.C.,Ica,Prepago,Abr-16,40439
Viettel Perú S.A.C.,Junín,Prepago,Abr-16,76662
Viettel Perú S.A.C.,La Libertad,Prepago,Abr-16,91769
Viettel Perú S.A.C.,Lambayeque,Prepago,Abr-16,68401
Viettel Perú S.A.C.,Lima,Prepago,Abr-16,465293
Viettel Perú S.A.C.,Loreto,Prepago,Abr-16,51155
Viettel Perú S.A.C.,Madre de Dios,Prepago,Abr-16,12606
Viettel Perú S.A.C.,Moquegua,Prepago,Abr-16,18233
Viettel Perú S.A.C.,Pasco,Prepago,Abr-16,18580
Viettel Perú S.A.C.,Piura,Prepago,Abr-16,98621
Viettel Perú S.A.C.,Puno,Prepago,Abr-16,119825
Viettel Perú S.A.C.,San Martín,Prepago,Abr-16,57459
Viettel Perú S.A.C.,Tacna,Prepago,Abr-16,35919
Viettel Perú S.A.C.,Tumbes,Prepago,Abr-16,14500
Viettel Perú S.A.C.,Ucayali,Prepago,Abr-16,23727
América Móvil Perú S.A.C.,Amazonas,Control,May-16,3
América Móvil Perú S.A.C.,Áncash,Control,May-16,27
América Móvil Perú S.A.C.,Apurímac,Control,May-16,3
América Móvil Perú S.A.C.,Arequipa,Control,May-16,194
América Móvil Perú S.A.C.,Ayacucho,Control,May-16,4
América Móvil Perú S.A.C.,Cajamarca,Control,May-16,13
América Móvil Perú S.A.C.,Callao,Control,May-16,92
América Móvil Perú S.A.C.,Cusco,Control,May-16,91
América Móvil Perú S.A.C.,Huancavelica,Control,May-16,1
América Móvil Perú S.A.C.,Huánuco,Control,May-16,5
América Móvil Perú S.A.C.,Ica,Control,May-16,21
América Móvil Perú S.A.C.,Junín,Control,May-16,16
América Móvil Perú S.A.C.,La Libertad,Control,May-16,129
América Móvil Perú S.A.C.,Lambayeque,Control,May-16,47
América Móvil Perú S.A.C.,Lima,Control,May-16,1482
América Móvil Perú S.A.C.,Loreto,Control,May-16,9
América Móvil Perú S.A.C.,Madre de Dios,Control,May-16,5
América Móvil Perú S.A.C.,Moquegua,Control,May-16,18
América Móvil Perú S.A.C.,Pasco,Control,May-16,2
América Móvil Perú S.A.C.,Piura,Control,May-16,35
América Móvil Perú S.A.C.,Puno,Control,May-16,6
América Móvil Perú S.A.C.,San Martín,Control,May-16,1
América Móvil Perú S.A.C.,Tacna,Control,May-16,49
América Móvil Perú S.A.C.,Tumbes,Control,May-16,1
América Móvil Perú S.A.C.,Ucayali,Control,May-16,2
América Móvil Perú S.A.C.,Sin LAC,Control,May-16,778
América Móvil Perú S.A.C.,Amazonas,Postpago,May-16,14138
América Móvil Perú S.A.C.,Áncash,Postpago,May-16,57889
América Móvil Perú S.A.C.,Apurímac,Postpago,May-16,38140
América Móvil Perú S.A.C.,Arequipa,Postpago,May-16,311387
América Móvil Perú S.A.C.,Ayacucho,Postpago,May-16,29154
América Móvil Perú S.A.C.,Cajamarca,Postpago,May-16,75393
América Móvil Perú S.A.C.,Callao,Postpago,May-16,141041
América Móvil Perú S.A.C.,Cusco,Postpago,May-16,180397
América Móvil Perú S.A.C.,Huancavelica,Postpago,May-16,16049
América Móvil Perú S.A.C.,Huánuco,Postpago,May-16,42092
América Móvil Perú S.A.C.,Ica,Postpago,May-16,73548
América Móvil Perú S.A.C.,Junín,Postpago,May-16,82463
América Móvil Perú S.A.C.,La Libertad,Postpago,May-16,210985
América Móvil Perú S.A.C.,Lambayeque,Postpago,May-16,59368
América Móvil Perú S.A.C.,Lima,Postpago,May-16,2088388
América Móvil Perú S.A.C.,Loreto,Postpago,May-16,15618
América Móvil Perú S.A.C.,Madre de Dios,Postpago,May-16,30131
América Móvil Perú S.A.C.,Moquegua,Postpago,May-16,25801
América Móvil Perú S.A.C.,Pasco,Postpago,May-16,15262
América Móvil Perú S.A.C.,Piura,Postpago,May-16,71041
América Móvil Perú S.A.C.,Puno,Postpago,May-16,81609
América Móvil Perú S.A.C.,San Martín,Postpago,May-16,20868
América Móvil Perú S.A.C.,Tacna,Postpago,May-16,34228
América Móvil Perú S.A.C.,Tumbes,Postpago,May-16,10131
América Móvil Perú S.A.C.,Ucayali,Postpago,May-16,17042
América Móvil Perú S.A.C.,Sin LAC,Postpago,May-16,563708
América Móvil Perú S.A.C.,Amazonas,Prepago,May-16,54501
América Móvil Perú S.A.C.,Áncash,Prepago,May-16,153974
América Móvil Perú S.A.C.,Apurímac,Prepago,May-16,128324
América Móvil Perú S.A.C.,Arequipa,Prepago,May-16,372590
América Móvil Perú S.A.C.,Ayacucho,Prepago,May-16,118698
América Móvil Perú S.A.C.,Cajamarca,Prepago,May-16,209361
América Móvil Perú S.A.C.,Callao,Prepago,May-16,241104
América Móvil Perú S.A.C.,Cusco,Prepago,May-16,459085
América Móvil Perú S.A.C.,Huancavelica,Prepago,May-16,112856
América Móvil Perú S.A.C.,Huánuco,Prepago,May-16,202678
América Móvil Perú S.A.C.,Ica,Prepago,May-16,122213
América Móvil Perú S.A.C.,Junín,Prepago,May-16,238910
América Móvil Perú S.A.C.,La Libertad,Prepago,May-16,354544
América Móvil Perú S.A.C.,Lambayeque,Prepago,May-16,105717
América Móvil Perú S.A.C.,Lima,Prepago,May-16,2828388
América Móvil Perú S.A.C.,Loreto,Prepago,May-16,46838
América Móvil Perú S.A.C.,Madre de Dios,Prepago,May-16,99915
América Móvil Perú S.A.C.,Moquegua,Prepago,May-16,30249
América Móvil Perú S.A.C.,Pasco,Prepago,May-16,44136
América Móvil Perú S.A.C.,Piura,Prepago,May-16,167901
América Móvil Perú S.A.C.,Puno,Prepago,May-16,366824
América Móvil Perú S.A.C.,San Martín,Prepago,May-16,65589
América Móvil Perú S.A.C.,Tacna,Prepago,May-16,41457
América Móvil Perú S.A.C.,Tumbes,Prepago,May-16,16098
América Móvil Perú S.A.C.,Ucayali,Prepago,May-16,38891
América Móvil Perú S.A.C.,Sin LAC,Prepago,May-16,1274909
Entel Perú S.A.,Amazonas,Control,May-16,1217
Entel Perú S.A.,Áncash,Control,May-16,47772
Entel Perú S.A.,Apurímac,Control,May-16,1814
Entel Perú S.A.,Arequipa,Control,May-16,53439
Entel Perú S.A.,Ayacucho,Control,May-16,3411
Entel Perú S.A.,Cajamarca,Control,May-16,8228
Entel Perú S.A.,Callao,Control,May-16,94175
Entel Perú S.A.,Cusco,Control,May-16,16633
Entel Perú S.A.,Huancavelica,Control,May-16,1005
Entel Perú S.A.,Huánuco,Control,May-16,4905
Entel Perú S.A.,Ica,Control,May-16,47318
Entel Perú S.A.,Junín,Control,May-16,24876
Entel Perú S.A.,La Libertad,Control,May-16,40967
Entel Perú S.A.,Lambayeque,Control,May-16,21169
Entel Perú S.A.,Lima,Control,May-16,840520
Entel Perú S.A.,Loreto,Control,May-16,4592
Entel Perú S.A.,Madre de Dios,Control,May-16,2412
Entel Perú S.A.,Moquegua,Control,May-16,4865
Entel Perú S.A.,Pasco,Control,May-16,1981
Entel Perú S.A.,Piura,Control,May-16,47408
Entel Perú S.A.,Puno,Control,May-16,12691
Entel Perú S.A.,San Martín,Control,May-16,1689
Entel Perú S.A.,Tacna,Control,May-16,12962
