Empresa,Departamento,Mod_contract,Fecha,Lineas
TIM Peru S.A.C.,Amazonas,control,2004-01-01,26
America Movil Peru S.A.C.,Ancash,control,2004-01-01,NA
BellSouth Peru S.A.,Ancash,control,2004-01-01,489
Nextel del Peru S.A.,Ancash,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Ancash,control,2004-01-01,2795
TIM Peru S.A.C.,Ancash,control,2004-01-01,130
America Movil Peru S.A.C.,Apurimac,control,2004-01-01,NA
BellSouth Peru S.A.,Apurimac,control,2004-01-01,NA
Nextel del Peru S.A.,Apurimac,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Apurimac,control,2004-01-01,433
TIM Peru S.A.C.,Apurimac,control,2004-01-01,30
America Movil Peru S.A.C.,Arequipa,control,2004-01-01,NA
BellSouth Peru S.A.,Arequipa,control,2004-01-01,1633
Nextel del Peru S.A.,Arequipa,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Arequipa,control,2004-01-01,8141
TIM Peru S.A.C.,Arequipa,control,2004-01-01,949
America Movil Peru S.A.C.,Ayacucho,control,2004-01-01,NA
BellSouth Peru S.A.,Ayacucho,control,2004-01-01,NA
Nextel del Peru S.A.,Ayacucho,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Ayacucho,control,2004-01-01,602
TIM Peru S.A.C.,Ayacucho,control,2004-01-01,22
America Movil Peru S.A.C.,Cajamarca,control,2004-01-01,NA
BellSouth Peru S.A.,Cajamarca,control,2004-01-01,637
Nextel del Peru S.A.,Cajamarca,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Cajamarca,control,2004-01-01,1076
TIM Peru S.A.C.,Cajamarca,control,2004-01-01,231
America Movil Peru S.A.C.,Cusco,control,2004-01-01,NA
BellSouth Peru S.A.,Cusco,control,2004-01-01,1305
Nextel del Peru S.A.,Cusco,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Cusco,control,2004-01-01,3115
TIM Peru S.A.C.,Cusco,control,2004-01-01,385
America Movil Peru S.A.C.,Huancavelica,control,2004-01-01,NA
BellSouth Peru S.A.,Huancavelica,control,2004-01-01,NA
Nextel del Peru S.A.,Huancavelica,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Huancavelica,control,2004-01-01,11
TIM Peru S.A.C.,Huancavelica,control,2004-01-01,0
America Movil Peru S.A.C.,Huanuco,control,2004-01-01,NA
BellSouth Peru S.A.,Huanuco,control,2004-01-01,NA
Nextel del Peru S.A.,Huanuco,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Huanuco,control,2004-01-01,757
TIM Peru S.A.C.,Huanuco,control,2004-01-01,2
America Movil Peru S.A.C.,Ica,control,2004-01-01,NA
BellSouth Peru S.A.,Ica,control,2004-01-01,558
Nextel del Peru S.A.,Ica,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Ica,control,2004-01-01,3581
TIM Peru S.A.C.,Ica,control,2004-01-01,104
America Movil Peru S.A.C.,Junin,control,2004-01-01,NA
BellSouth Peru S.A.,Junin,control,2004-01-01,771
Nextel del Peru S.A.,Junin,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Junin,control,2004-01-01,2447
TIM Peru S.A.C.,Junin,control,2004-01-01,88
America Movil Peru S.A.C.,La Libertad,control,2004-01-01,NA
BellSouth Peru S.A.,La Libertad,control,2004-01-01,3565
Nextel del Peru S.A.,La Libertad,control,2004-01-01,NA
Telefonica del Peru S.A.A.,La Libertad,control,2004-01-01,4386
TIM Peru S.A.C.,La Libertad,control,2004-01-01,1026
America Movil Peru S.A.C.,Lambayeque,control,2004-01-01,NA
BellSouth Peru S.A.,Lambayeque,control,2004-01-01,1143
Nextel del Peru S.A.,Lambayeque,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Lambayeque,control,2004-01-01,2667
TIM Peru S.A.C.,Lambayeque,control,2004-01-01,331
America Movil Peru S.A.C.,Lima,control,2004-01-01,NA
BellSouth Peru S.A.,Lima,control,2004-01-01,37323
Nextel del Peru S.A.,Lima,control,2004-01-01,81587
Telefonica del Peru S.A.A.,Lima,control,2004-01-01,63482
TIM Peru S.A.C.,Lima,control,2004-01-01,11344
America Movil Peru S.A.C.,Loreto,control,2004-01-01,NA
BellSouth Peru S.A.,Loreto,control,2004-01-01,1529
Nextel del Peru S.A.,Loreto,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Loreto,control,2004-01-01,1232
TIM Peru S.A.C.,Loreto,control,2004-01-01,162
America Movil Peru S.A.C.,Madre de Dios,control,2004-01-01,NA
BellSouth Peru S.A.,Madre de Dios,control,2004-01-01,NA
Nextel del Peru S.A.,Madre de Dios,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Madre de Dios,control,2004-01-01,306
TIM Peru S.A.C.,Madre de Dios,control,2004-01-01,23
America Movil Peru S.A.C.,Moquegua,control,2004-01-01,NA
BellSouth Peru S.A.,Moquegua,control,2004-01-01,NA
Nextel del Peru S.A.,Moquegua,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Moquegua,control,2004-01-01,844
TIM Peru S.A.C.,Moquegua,control,2004-01-01,55
America Movil Peru S.A.C.,Pasco,control,2004-01-01,NA
BellSouth Peru S.A.,Pasco,control,2004-01-01,NA
Nextel del Peru S.A.,Pasco,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Pasco,control,2004-01-01,93
TIM Peru S.A.C.,Pasco,control,2004-01-01,1
America Movil Peru S.A.C.,Piura,control,2004-01-01,NA
BellSouth Peru S.A.,Piura,control,2004-01-01,1677
Nextel del Peru S.A.,Piura,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Piura,control,2004-01-01,4145
TIM Peru S.A.C.,Piura,control,2004-01-01,191
America Movil Peru S.A.C.,Puno,control,2004-01-01,NA
BellSouth Peru S.A.,Puno,control,2004-01-01,452
Nextel del Peru S.A.,Puno,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Puno,control,2004-01-01,1854
TIM Peru S.A.C.,Puno,control,2004-01-01,50
America Movil Peru S.A.C.,San Martin,control,2004-01-01,NA
BellSouth Peru S.A.,San Martin,control,2004-01-01,NA
Nextel del Peru S.A.,San Martin,control,2004-01-01,NA
Telefonica del Peru S.A.A.,San Martin,control,2004-01-01,347
TIM Peru S.A.C.,San Martin,control,2004-01-01,41
America Movil Peru S.A.C.,Tacna,control,2004-01-01,NA
BellSouth Peru S.A.,Tacna,control,2004-01-01,219
Nextel del Peru S.A.,Tacna,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Tacna,control,2004-01-01,2530
TIM Peru S.A.C.,Tacna,control,2004-01-01,218
America Movil Peru S.A.C.,Tumbes,control,2004-01-01,NA
BellSouth Peru S.A.,Tumbes,control,2004-01-01,NA
Nextel del Peru S.A.,Tumbes,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Tumbes,control,2004-01-01,1305
TIM Peru S.A.C.,Tumbes,control,2004-01-01,101
America Movil Peru S.A.C.,Ucayali,control,2004-01-01,NA
BellSouth Peru S.A.,Ucayali,control,2004-01-01,NA
Nextel del Peru S.A.,Ucayali,control,2004-01-01,NA
Telefonica del Peru S.A.A.,Ucayali,control,2004-01-01,935
TIM Peru S.A.C.,Ucayali,control,2004-01-01,90
America Movil Peru S.A.C.,Amazonas,postpago,2004-01-01,NA
BellSouth Peru S.A.,Amazonas,postpago,2004-01-01,NA
Nextel del Peru S.A.,Amazonas,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Amazonas,postpago,2004-01-01,109
TIM Peru S.A.C.,Amazonas,postpago,2004-01-01,25
America Movil Peru S.A.C.,Ancash,postpago,2004-01-01,NA
BellSouth Peru S.A.,Ancash,postpago,2004-01-01,545
Nextel del Peru S.A.,Ancash,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Ancash,postpago,2004-01-01,3315
TIM Peru S.A.C.,Ancash,postpago,2004-01-01,225
America Movil Peru S.A.C.,Apurimac,postpago,2004-01-01,NA
BellSouth Peru S.A.,Apurimac,postpago,2004-01-01,NA
Nextel del Peru S.A.,Apurimac,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Apurimac,postpago,2004-01-01,518
TIM Peru S.A.C.,Apurimac,postpago,2004-01-01,33
America Movil Peru S.A.C.,Arequipa,postpago,2004-01-01,NA
BellSouth Peru S.A.,Arequipa,postpago,2004-01-01,2507
Nextel del Peru S.A.,Arequipa,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Arequipa,postpago,2004-01-01,9904
TIM Peru S.A.C.,Arequipa,postpago,2004-01-01,2692
America Movil Peru S.A.C.,Ayacucho,postpago,2004-01-01,NA
BellSouth Peru S.A.,Ayacucho,postpago,2004-01-01,NA
Nextel del Peru S.A.,Ayacucho,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Ayacucho,postpago,2004-01-01,453
TIM Peru S.A.C.,Ayacucho,postpago,2004-01-01,49
America Movil Peru S.A.C.,Cajamarca,postpago,2004-01-01,NA
BellSouth Peru S.A.,Cajamarca,postpago,2004-01-01,330
Nextel del Peru S.A.,Cajamarca,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Cajamarca,postpago,2004-01-01,3421
TIM Peru S.A.C.,Cajamarca,postpago,2004-01-01,474
America Movil Peru S.A.C.,Cusco,postpago,2004-01-01,NA
BellSouth Peru S.A.,Cusco,postpago,2004-01-01,634
Nextel del Peru S.A.,Cusco,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Cusco,postpago,2004-01-01,3108
TIM Peru S.A.C.,Cusco,postpago,2004-01-01,777
America Movil Peru S.A.C.,Huancavelica,postpago,2004-01-01,NA
BellSouth Peru S.A.,Huancavelica,postpago,2004-01-01,NA
Nextel del Peru S.A.,Huancavelica,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Huancavelica,postpago,2004-01-01,59
TIM Peru S.A.C.,Huancavelica,postpago,2004-01-01,2
America Movil Peru S.A.C.,Huanuco,postpago,2004-01-01,NA
BellSouth Peru S.A.,Huanuco,postpago,2004-01-01,NA
Nextel del Peru S.A.,Huanuco,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Huanuco,postpago,2004-01-01,1097
TIM Peru S.A.C.,Huanuco,postpago,2004-01-01,19
America Movil Peru S.A.C.,Ica,postpago,2004-01-01,NA
BellSouth Peru S.A.,Ica,postpago,2004-01-01,246
Nextel del Peru S.A.,Ica,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Ica,postpago,2004-01-01,3373
TIM Peru S.A.C.,Ica,postpago,2004-01-01,194
America Movil Peru S.A.C.,Junin,postpago,2004-01-01,NA
BellSouth Peru S.A.,Junin,postpago,2004-01-01,256
Nextel del Peru S.A.,Junin,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Junin,postpago,2004-01-01,2691
TIM Peru S.A.C.,Junin,postpago,2004-01-01,141
America Movil Peru S.A.C.,La Libertad,postpago,2004-01-01,NA
BellSouth Peru S.A.,La Libertad,postpago,2004-01-01,2316
Nextel del Peru S.A.,La Libertad,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,La Libertad,postpago,2004-01-01,6167
TIM Peru S.A.C.,La Libertad,postpago,2004-01-01,2466
America Movil Peru S.A.C.,Lambayeque,postpago,2004-01-01,NA
BellSouth Peru S.A.,Lambayeque,postpago,2004-01-01,808
Nextel del Peru S.A.,Lambayeque,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Lambayeque,postpago,2004-01-01,4448
TIM Peru S.A.C.,Lambayeque,postpago,2004-01-01,1009
America Movil Peru S.A.C.,Lima,postpago,2004-01-01,NA
BellSouth Peru S.A.,Lima,postpago,2004-01-01,66145
Nextel del Peru S.A.,Lima,postpago,2004-01-01,67203
Telefonica del Peru S.A.A.,Lima,postpago,2004-01-01,136778
TIM Peru S.A.C.,Lima,postpago,2004-01-01,61094
America Movil Peru S.A.C.,Loreto,postpago,2004-01-01,NA
BellSouth Peru S.A.,Loreto,postpago,2004-01-01,845
Nextel del Peru S.A.,Loreto,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Loreto,postpago,2004-01-01,2760
TIM Peru S.A.C.,Loreto,postpago,2004-01-01,369
America Movil Peru S.A.C.,Madre de Dios,postpago,2004-01-01,NA
BellSouth Peru S.A.,Madre de Dios,postpago,2004-01-01,NA
Nextel del Peru S.A.,Madre de Dios,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Madre de Dios,postpago,2004-01-01,138
TIM Peru S.A.C.,Madre de Dios,postpago,2004-01-01,57
America Movil Peru S.A.C.,Moquegua,postpago,2004-01-01,NA
BellSouth Peru S.A.,Moquegua,postpago,2004-01-01,NA
Nextel del Peru S.A.,Moquegua,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Moquegua,postpago,2004-01-01,1011
TIM Peru S.A.C.,Moquegua,postpago,2004-01-01,239
America Movil Peru S.A.C.,Pasco,postpago,2004-01-01,NA
BellSouth Peru S.A.,Pasco,postpago,2004-01-01,NA
Nextel del Peru S.A.,Pasco,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Pasco,postpago,2004-01-01,88
TIM Peru S.A.C.,Pasco,postpago,2004-01-01,21
America Movil Peru S.A.C.,Piura,postpago,2004-01-01,NA
BellSouth Peru S.A.,Piura,postpago,2004-01-01,748
Nextel del Peru S.A.,Piura,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Piura,postpago,2004-01-01,5930
TIM Peru S.A.C.,Piura,postpago,2004-01-01,701
America Movil Peru S.A.C.,Puno,postpago,2004-01-01,NA
BellSouth Peru S.A.,Puno,postpago,2004-01-01,388
Nextel del Peru S.A.,Puno,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Puno,postpago,2004-01-01,1136
TIM Peru S.A.C.,Puno,postpago,2004-01-01,462
America Movil Peru S.A.C.,San Martin,postpago,2004-01-01,NA
BellSouth Peru S.A.,San Martin,postpago,2004-01-01,NA
Nextel del Peru S.A.,San Martin,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,San Martin,postpago,2004-01-01,799
TIM Peru S.A.C.,San Martin,postpago,2004-01-01,156
America Movil Peru S.A.C.,Tacna,postpago,2004-01-01,NA
BellSouth Peru S.A.,Tacna,postpago,2004-01-01,246
Nextel del Peru S.A.,Tacna,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Tacna,postpago,2004-01-01,3072
TIM Peru S.A.C.,Tacna,postpago,2004-01-01,956
America Movil Peru S.A.C.,Tumbes,postpago,2004-01-01,NA
BellSouth Peru S.A.,Tumbes,postpago,2004-01-01,NA
Nextel del Peru S.A.,Tumbes,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Tumbes,postpago,2004-01-01,837
TIM Peru S.A.C.,Tumbes,postpago,2004-01-01,149
America Movil Peru S.A.C.,Ucayali,postpago,2004-01-01,NA
BellSouth Peru S.A.,Ucayali,postpago,2004-01-01,NA
Nextel del Peru S.A.,Ucayali,postpago,2004-01-01,NA
Telefonica del Peru S.A.A.,Ucayali,postpago,2004-01-01,1543
TIM Peru S.A.C.,Ucayali,postpago,2004-01-01,137
America Movil Peru S.A.C.,Amazonas,prepago,2004-01-01,NA
BellSouth Peru S.A.,Amazonas,prepago,2004-01-01,NA
Nextel del Peru S.A.,Amazonas,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Amazonas,prepago,2004-01-01,1785
TIM Peru S.A.C.,Amazonas,prepago,2004-01-01,226
America Movil Peru S.A.C.,Ancash,prepago,2004-01-01,NA
BellSouth Peru S.A.,Ancash,prepago,2004-01-01,7981
Nextel del Peru S.A.,Ancash,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Ancash,prepago,2004-01-01,30091
TIM Peru S.A.C.,Ancash,prepago,2004-01-01,4909
America Movil Peru S.A.C.,Apurimac,prepago,2004-01-01,NA
BellSouth Peru S.A.,Apurimac,prepago,2004-01-01,NA
Nextel del Peru S.A.,Apurimac,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Apurimac,prepago,2004-01-01,2508
TIM Peru S.A.C.,Apurimac,prepago,2004-01-01,266
America Movil Peru S.A.C.,Arequipa,prepago,2004-01-01,NA
BellSouth Peru S.A.,Arequipa,prepago,2004-01-01,27990
Nextel del Peru S.A.,Arequipa,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Arequipa,prepago,2004-01-01,70800
TIM Peru S.A.C.,Arequipa,prepago,2004-01-01,31385
America Movil Peru S.A.C.,Ayacucho,prepago,2004-01-01,NA
BellSouth Peru S.A.,Ayacucho,prepago,2004-01-01,NA
Nextel del Peru S.A.,Ayacucho,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Ayacucho,prepago,2004-01-01,8312
TIM Peru S.A.C.,Ayacucho,prepago,2004-01-01,971
America Movil Peru S.A.C.,Cajamarca,prepago,2004-01-01,NA
BellSouth Peru S.A.,Cajamarca,prepago,2004-01-01,4796
Nextel del Peru S.A.,Cajamarca,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Cajamarca,prepago,2004-01-01,24148
TIM Peru S.A.C.,Cajamarca,prepago,2004-01-01,3372
America Movil Peru S.A.C.,Cusco,prepago,2004-01-01,NA
BellSouth Peru S.A.,Cusco,prepago,2004-01-01,9283
Nextel del Peru S.A.,Cusco,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Cusco,prepago,2004-01-01,22591
TIM Peru S.A.C.,Cusco,prepago,2004-01-01,11823
America Movil Peru S.A.C.,Huancavelica,prepago,2004-01-01,NA
BellSouth Peru S.A.,Huancavelica,prepago,2004-01-01,NA
Nextel del Peru S.A.,Huancavelica,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Huancavelica,prepago,2004-01-01,692
TIM Peru S.A.C.,Huancavelica,prepago,2004-01-01,54
America Movil Peru S.A.C.,Huanuco,prepago,2004-01-01,NA
BellSouth Peru S.A.,Huanuco,prepago,2004-01-01,NA
Nextel del Peru S.A.,Huanuco,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Huanuco,prepago,2004-01-01,8933
TIM Peru S.A.C.,Huanuco,prepago,2004-01-01,506
America Movil Peru S.A.C.,Ica,prepago,2004-01-01,NA
BellSouth Peru S.A.,Ica,prepago,2004-01-01,5939
Nextel del Peru S.A.,Ica,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Ica,prepago,2004-01-01,29832
TIM Peru S.A.C.,Ica,prepago,2004-01-01,7711
America Movil Peru S.A.C.,Junin,prepago,2004-01-01,NA
BellSouth Peru S.A.,Junin,prepago,2004-01-01,7840
Nextel del Peru S.A.,Junin,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Junin,prepago,2004-01-01,31612
TIM Peru S.A.C.,Junin,prepago,2004-01-01,3349
America Movil Peru S.A.C.,La Libertad,prepago,2004-01-01,NA
BellSouth Peru S.A.,La Libertad,prepago,2004-01-01,34433
Nextel del Peru S.A.,La Libertad,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,La Libertad,prepago,2004-01-01,72067
TIM Peru S.A.C.,La Libertad,prepago,2004-01-01,21777
America Movil Peru S.A.C.,Lambayeque,prepago,2004-01-01,NA
BellSouth Peru S.A.,Lambayeque,prepago,2004-01-01,15676
Nextel del Peru S.A.,Lambayeque,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Lambayeque,prepago,2004-01-01,43401
TIM Peru S.A.C.,Lambayeque,prepago,2004-01-01,13670
America Movil Peru S.A.C.,Lima,prepago,2004-01-01,NA
BellSouth Peru S.A.,Lima,prepago,2004-01-01,389004
Nextel del Peru S.A.,Lima,prepago,2004-01-01,546
Telefonica del Peru S.A.A.,Lima,prepago,2004-01-01,762755
TIM Peru S.A.C.,Lima,prepago,2004-01-01,419665
America Movil Peru S.A.C.,Loreto,prepago,2004-01-01,NA
BellSouth Peru S.A.,Loreto,prepago,2004-01-01,4997
Nextel del Peru S.A.,Loreto,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Loreto,prepago,2004-01-01,5014
TIM Peru S.A.C.,Loreto,prepago,2004-01-01,3934
America Movil Peru S.A.C.,Madre de Dios,prepago,2004-01-01,NA
BellSouth Peru S.A.,Madre de Dios,prepago,2004-01-01,NA
Nextel del Peru S.A.,Madre de Dios,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Madre de Dios,prepago,2004-01-01,678
TIM Peru S.A.C.,Madre de Dios,prepago,2004-01-01,253
America Movil Peru S.A.C.,Moquegua,prepago,2004-01-01,NA
BellSouth Peru S.A.,Moquegua,prepago,2004-01-01,NA
Nextel del Peru S.A.,Moquegua,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Moquegua,prepago,2004-01-01,10094
TIM Peru S.A.C.,Moquegua,prepago,2004-01-01,1292
America Movil Peru S.A.C.,Pasco,prepago,2004-01-01,NA
BellSouth Peru S.A.,Pasco,prepago,2004-01-01,NA
Nextel del Peru S.A.,Pasco,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Pasco,prepago,2004-01-01,2460
TIM Peru S.A.C.,Pasco,prepago,2004-01-01,225
America Movil Peru S.A.C.,Piura,prepago,2004-01-01,NA
BellSouth Peru S.A.,Piura,prepago,2004-01-01,15057
Nextel del Peru S.A.,Piura,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Piura,prepago,2004-01-01,44268
TIM Peru S.A.C.,Piura,prepago,2004-01-01,11164
America Movil Peru S.A.C.,Puno,prepago,2004-01-01,NA
BellSouth Peru S.A.,Puno,prepago,2004-01-01,5765
Nextel del Peru S.A.,Puno,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Puno,prepago,2004-01-01,25171
TIM Peru S.A.C.,Puno,prepago,2004-01-01,4035
America Movil Peru S.A.C.,San Martin,prepago,2004-01-01,NA
BellSouth Peru S.A.,San Martin,prepago,2004-01-01,NA
Nextel del Peru S.A.,San Martin,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,San Martin,prepago,2004-01-01,4075
TIM Peru S.A.C.,San Martin,prepago,2004-01-01,1760
America Movil Peru S.A.C.,Tacna,prepago,2004-01-01,NA
BellSouth Peru S.A.,Tacna,prepago,2004-01-01,5617
Nextel del Peru S.A.,Tacna,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Tacna,prepago,2004-01-01,32355
TIM Peru S.A.C.,Tacna,prepago,2004-01-01,5734
America Movil Peru S.A.C.,Tumbes,prepago,2004-01-01,NA
BellSouth Peru S.A.,Tumbes,prepago,2004-01-01,NA
Nextel del Peru S.A.,Tumbes,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Tumbes,prepago,2004-01-01,6749
TIM Peru S.A.C.,Tumbes,prepago,2004-01-01,1257
America Movil Peru S.A.C.,Ucayali,prepago,2004-01-01,NA
BellSouth Peru S.A.,Ucayali,prepago,2004-01-01,NA
Nextel del Peru S.A.,Ucayali,prepago,2004-01-01,NA
Telefonica del Peru S.A.A.,Ucayali,prepago,2004-01-01,6548
TIM Peru S.A.C.,Ucayali,prepago,2004-01-01,2800
America Movil Peru S.A.C.,Amazonas,control,2004-02-01,NA
BellSouth Peru S.A.,Amazonas,control,2004-02-01,NA
Nextel del Peru S.A.,Amazonas,control,2004-02-01,NA
Telefonica del Peru S.A.A.,Amazonas,control,2004-02-01,100
TIM Peru S.A.C.,Amazonas,control,2004-02-01,28
America Movil Peru S.A.C.,Ancash,control,2004-02-01,NA
BellSouth Peru S.A.,Ancash,control,2004-02-01,513
Nextel del Peru S.A.,Ancash,control,2004-02-01,NA
Telefonica del Peru S.A.A.,Ancash,control,2004-02-01,2775
TIM Peru S.A.C.,Ancash,control,2004-02-01,144
America Movil Peru S.A.C.,Apurimac,control,2004-02-01,NA
BellSouth Peru S.A.,Apurimac,control,2004-02-01,NA
Nextel del Peru S.A.,Apurimac,control,2004-02-01,NA
Telefonica del Peru S.A.A.,Apurimac,control,2004-02-01,416
TIM Peru S.A.C.,Apurimac,control,2004-02-01,35
America Movil Peru S.A.C.,Arequipa,control,2004-02-01,NA
BellSouth Peru S.A.,Arequipa,control,2004-02-01,1655
Nextel del Peru S.A.,Arequipa,control,2004-02-01,NA
Telefonica del Peru S.A.A.,Arequipa,control,2004-02-01,8336
TIM Peru S.A.C.,Arequipa,control,2004-02-01,1030
America Movil Peru S.A.C.,Ayacucho,control,2004-02-01,NA
BellSouth Peru S.A.,Ayacucho,control,2004-02-01,NA
Nextel del Peru S.A.,Ayacucho,control,2004-02-01,NA
Telefonica del Peru S.A.A.,Ayacucho,control,2004-02-01,607
TIM Peru S.A.C.,Ayacucho,control,2004-02-01,36
America Movil Peru S.A.C.,Cajamarca,control,2004-02-01,NA
BellSouth Peru S.A.,Cajamarca,control,2004-02-01,654
Nextel del Peru S.A.,Cajamarca,control,2004-02-01,NA
Telefonica del Peru S.A.A.,Cajamarca,control,2004-02-01,1089
TIM Peru S.A.C.,Cajamarca,control,2004-02-01,256
America Movil Peru S.A.C.,Cusco,control,2004-02-01,NA
BellSouth Peru S.A.,Cusco,control,2004-02-01,1400
Nextel del Peru S.A.,Cusco,control,2004-02-01,NA
Telefonica del Peru S.A.A.,Cusco,control,2004-02-01,3170
TIM Peru S.A.C.,Cusco,control,2004-02-01,452
America Movil Peru S.A.C.,Huancavelica,control,2004-02-01,NA
